query_id,dbms,iteration,start_time,planning_time,execution_time
query24,MySQL,9,1758820704.3891444,0,145.54190635681152
query1,MySQL,9,1758820704.2384872,0,318.1607723236084
query17,MySQL,9,1758820704.335982,0,452.4729251861572
query23,MySQL,9,1758820704.3796709,0,416.156530380249
query36,MySQL,9,1758820704.7974193,0,260.0290775299072
query33,MySQL,9,1758820704.5392888,0,538.4142398834229
query26,MySQL,9,1758820704.4113607,0,754.2343139648438
query19,MySQL,9,1758820704.3497028,0,863.410472869873
query7,MySQL,9,1758820704.2543967,0,961.667537689209
query41,MySQL,9,1758820705.2180178,0,148.04959297180176
query40,MySQL,9,1758820705.217561,0,268.27120780944824
query9,MySQL,9,1758820704.2804246,0,1539.4871234893799
query13,MySQL,9,1758820704.3057904,0,1561.9118213653564
query12,MySQL,9,1758820704.29808,0,1628.2398700714111
query25,MySQL,9,1758820704.3978891,0,2046.4062690734863
query45,MySQL,9,1758820705.8707361,0,629.4906139373779
query14,MySQL,9,1758820704.3131297,0,2250.544548034668
query42,MySQL,9,1758820705.3681061,0,1227.585792541504
query22,MySQL,9,1758820704.3726869,0,2317.067861557007
query18,MySQL,9,1758820704.342944,0,2452.3487091064453
query4,MySQL,9,1758820704.2427986,0,2561.180353164673
query11,MySQL,9,1758820704.2904167,0,2535.9628200531006
query50,MySQL,9,1758820706.5988312,0,244.1098690032959
query8,MySQL,9,1758820704.2655628,0,2579.5793533325195
query55,MySQL,9,1758820706.846664,0,11.53564453125
query5,MySQL,9,1758820704.2430618,0,2691.8768882751465
query54,MySQL,9,1758820706.8371632,0,108.9789867401123
query16,MySQL,9,1758820704.3288512,0,2639.822244644165
query21,MySQL,9,1758820704.3653567,0,2753.596782684326
query57,MySQL,9,1758820706.8597696,0,482.1019172668457
query62,MySQL,9,1758820707.3452058,0,146.93498611450195
query53,MySQL,9,1758820706.8071218,0,727.5121212005615
query6,MySQL,9,1758820704.247265,0,3485.5048656463623
query37,MySQL,9,1758820705.0598059,0,2904.846429824829
query65,MySQL,9,1758820707.7352176,0,250.67996978759766
query67,MySQL,9,1758820707.9888701,0,99.58004951477051
query63,MySQL,9,1758820707.4953244,0,840.8665657043457
query48,MySQL,9,1758820706.5033412,0,1856.1532497406006
query61,MySQL,9,1758820707.1216927,0,1408.7793827056885
query46,MySQL,9,1758820705.928633,0,2807.7521324157715
query20,MySQL,9,1758820704.3576376,0,4843.848943710327
query44,MySQL,9,1758820705.8221414,0,3578.40895652771
query29,MySQL,9,1758820704.448299,0,5529.397010803223
query3,MySQL,9,1758820704.242593,0,5956.614255905151
query27,MySQL,9,1758820704.4264443,0,5820.716381072998
query10,MySQL,9,1758820704.2830825,0,6099.040985107422
query72,MySQL,9,1758820708.7388346,0,1769.7827816009521
query64,MySQL,9,1758820707.5375159,0,3320.5907344818115
query78,MySQL,9,1758820710.3847406,0,993.4227466583252
query60,MySQL,9,1758820706.971046,0,4687.699794769287
query56,MySQL,9,1758820706.856143,0,5092.7064418792725
query43,MySQL,9,1758820705.487954,0,6462.995767593384
query39,MySQL,9,1758820705.1678813,0,7205.70707321167
query76,MySQL,9,1758820710.2024138,0,2243.4871196746826
query82,MySQL,9,1758820711.662104,0,1295.3588962554932
