query_id,dbms,iteration,start_time,planning_time,execution_time
query17,PostgreSQL,7,1760311357.2334874,0,845.2649116516113
query7,PostgreSQL,7,1760311357.207204,0,1270.376443862915
query6,PostgreSQL,7,1760311357.2094233,0,1451.8401622772217
query14,PostgreSQL,7,1760311357.221424,0,1465.1777744293213
query19,PostgreSQL,7,1760311357.2417326,0,1449.3234157562256
query26,PostgreSQL,7,1760311357.2725754,0,1447.6962089538574
query24,PostgreSQL,7,1760311357.2635238,0,1599.2190837860107
query1,PostgreSQL,7,1760311357.2074902,0,1660.759687423706
query21,PostgreSQL,7,1760311357.249664,0,1718.590497970581
query13,PostgreSQL,7,1760311357.217091,0,1778.6104679107666
query27,PostgreSQL,7,1760311357.2781122,0,1733.2358360290527
query36,PostgreSQL,7,1760311358.690188,0,417.33384132385254
query41,PostgreSQL,7,1760311358.97129,0,293.7970161437988
query33,PostgreSQL,7,1760311358.094314,0,1191.5152072906494
query16,PostgreSQL,7,1760311357.2295861,0,2067.8012371063232
query8,PostgreSQL,7,1760311357.208079,0,2093.618631362915
query29,PostgreSQL,7,1760311357.2869227,0,2044.0332889556885
query5,PostgreSQL,7,1760311357.2078369,0,2237.0972633361816
query23,PostgreSQL,7,1760311357.2579896,0,2232.024669647217
query11,PostgreSQL,7,1760311357.2092967,0,2291.9421195983887
query12,PostgreSQL,7,1760311357.2129736,0,2416.478395462036
query20,PostgreSQL,7,1760311357.2457469,0,2386.235237121582
query40,PostgreSQL,7,1760311358.8710284,0,785.1641178131104
query55,PostgreSQL,7,1760311359.658214,0,65.27423858642578
query18,PostgreSQL,7,1760311357.2373888,0,2494.8768615722656
query54,PostgreSQL,7,1760311359.6342585,0,146.1036205291748
query9,PostgreSQL,7,1760311357.20771,0,2584.761381149292
query2,PostgreSQL,7,1760311357.2091384,0,2651.3283252716064
query48,PostgreSQL,7,1760311359.3033798,0,611.7110252380371
query22,PostgreSQL,7,1760311357.2537174,0,2674.6673583984375
query57,PostgreSQL,7,1760311359.7343132,0,243.51000785827637
query43,PostgreSQL,7,1760311359.0138166,0,1143.1856155395508
query46,PostgreSQL,7,1760311359.2884493,0,938.586950302124
query37,PostgreSQL,7,1760311358.6925857,0,1549.7477054595947
query63,PostgreSQL,7,1760311359.98102,0,292.3243045806885
query28,PostgreSQL,7,1760311357.2823024,0,3003.920316696167
query45,PostgreSQL,7,1760311359.2680256,0,1069.9353218078613
query67,PostgreSQL,7,1760311360.2762115,0,165.27938842773438
query62,PostgreSQL,7,1760311359.9298944,0,625.9317398071289
query65,PostgreSQL,7,1760311360.2299879,0,339.13230895996094
query56,PostgreSQL,7,1760311359.7316623,0,872.9126453399658
query42,PostgreSQL,7,1760311358.9986956,0,1669.0905094146729
query61,PostgreSQL,7,1760311359.9172447,0,974.3525981903076
query25,PostgreSQL,7,1760311357.2677429,0,3657.9041481018066
query53,PostgreSQL,7,1760311359.6342986,0,1508.2688331604004
query15,PostgreSQL,7,1760311357.2256918,0,4695.699214935303
query3,PostgreSQL,7,1760311357.2091734,0,4997.941732406616
query44,PostgreSQL,7,1760311359.1095085,0,3150.3562927246094
query50,PostgreSQL,7,1760311359.4470768,0,3153.8045406341553
query10,PostgreSQL,7,1760311357.2167118,0,5476.2420654296875
query4,PostgreSQL,7,1760311357.2089236,0,5592.232227325439
query64,PostgreSQL,7,1760311360.1592786,0,3158.477544784546
query73,PostgreSQL,7,1760311360.606424,0,2739.95041847229
query81,PostgreSQL,7,1760311362.6031451,0,747.3313808441162
query39,PostgreSQL,7,1760311358.864827,0,4594.4013595581055
query74,PostgreSQL,7,1760311360.6698706,0,2846.3802337646484
query80,PostgreSQL,7,1760311362.261983,0,1353.438377380371
query78,PostgreSQL,7,1760311361.9239364,0,1723.9255905151367
query82,PostgreSQL,7,1760311362.695273,0,1004.0152072906494
query72,PostgreSQL,7,1760311360.5721009,0,3155.271053314209
query83,PostgreSQL,7,1760311362.8041608,0,1087.6328945159912
query76,PostgreSQL,7,1760311360.9277706,0,2981.1742305755615
query87,PostgreSQL,7,1760311363.4614851,0,732.4657440185547
query92,PostgreSQL,7,1760311363.729338,0,700.345516204834
query66,PostgreSQL,7,1760311360.2444377,0,4207.308530807495
query89,PostgreSQL,7,1760311363.617645,0,908.9491367340088
query90,PostgreSQL,7,1760311363.6508741,0,1150.6869792938232
query75,PostgreSQL,7,1760311360.8938398,0,4353.517770767212
query91,PostgreSQL,7,1760311363.7015142,0,1657.6685905456543
query93,PostgreSQL,7,1760311363.894136,0,1625.7123947143555
query86,PostgreSQL,7,1760311363.3520408,0,2217.0088291168213
query79,PostgreSQL,7,1760311362.2093728,0,3411.539316177368
query100,PostgreSQL,7,1760311365.2565272,0,780.6088924407959
query99,PostgreSQL,7,1760311364.8048172,0,1384.2010498046875
query60,PostgreSQL,7,1760311359.863314,0,6406.999588012695
query101,PostgreSQL,7,1760311365.3619475,0,961.6360664367676
query103,PostgreSQL,7,1760311365.572108,0,1086.7366790771484
