query_id,dbms,iteration,start_time,planning_time,execution_time
query1,DuckDB,3,1769230745.3007157,0,68.65668296813965
query17,DuckDB,3,1769230745.3185904,0,102.49066352844238
query10,DuckDB,3,1769230745.3101118,0,116.55712127685547
query28,DuckDB,3,1769230745.3312676,0,97.49174118041992
query19,DuckDB,3,1769230745.320343,0,111.93060874938965
query23,DuckDB,3,1769230745.3247817,0,110.78166961669922
query22,DuckDB,3,1769230745.324265,0,113.31486701965332
query2,DuckDB,3,1769230745.2521052,0,190.11783599853516
query24,DuckDB,3,1769230745.3264143,0,118.0272102355957
query8,DuckDB,3,1769230745.3077004,0,138.70620727539062
query14,DuckDB,3,1769230745.315738,0,133.86821746826172
query5,DuckDB,3,1769230745.3037348,0,150.54678916931152
query29,DuckDB,3,1769230745.3303165,0,126.40976905822754
query13,DuckDB,3,1769230745.312958,0,147.33099937438965
query11,DuckDB,3,1769230745.310863,0,151.37028694152832
query21,DuckDB,3,1769230745.3226457,0,141.45898818969727
query15,DuckDB,3,1769230745.3149078,0,149.58810806274414
query6,DuckDB,3,1769230745.3051054,0,160.34507751464844
query16,DuckDB,3,1769230745.318086,0,150.73108673095703
query7,DuckDB,3,1769230745.306431,0,162.90688514709473
query26,DuckDB,3,1769230745.3282816,0,173.051118850708
query25,DuckDB,3,1769230745.326853,0,177.43325233459473
query31,DuckDB,3,1769230745.3350933,0,173.8433837890625
query34,DuckDB,3,1769230745.4259355,0,86.78174018859863
query9,DuckDB,3,1769230745.3083417,0,207.7474594116211
query3,DuckDB,3,1769230745.3019614,0,218.35017204284668
query18,DuckDB,3,1769230745.3190124,0,203.16553115844727
query20,DuckDB,3,1769230745.3210697,0,203.30381393432617
query41,DuckDB,3,1769230745.453585,0,72.60751724243164
query4,DuckDB,3,1769230745.3026993,0,225.1911163330078
query40,DuckDB,3,1769230745.451482,0,76.9510269165039
query12,DuckDB,3,1769230745.3125343,0,226.73273086547852
query38,DuckDB,3,1769230745.4398685,0,105.15975952148438
query27,DuckDB,3,1769230745.3295577,0,219.61617469787598
query32,DuckDB,3,1769230745.3333762,0,218.86348724365234
